,Jugador,Pais,Posicion,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Goles,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas
971,Silvio Proto,BEL,PO,Lazio,35,1983,2,2,180,0,0,0,1,0,0.0,0.0
972,Ivan Provedel,ITA,PO,Empoli,24,1994,16,16,1440,0,0,0,0,0,0.0,0.1
973,Manuel Pucciarelli,ITA,Delantero,Chievo,27,1991,10,3,302,0,0,0,1,0,0.0,0.0
974,Erick Pulgar,CHI,Centrocampista,Bologna,24,1994,28,27,2357,6,2,8,6,1,5.0,3.8
975,Ignacio Pussetto,ARG,Delantero,Udinese,22,1995,35,24,2178,4,4,8,8,0,5.9,2.3
976,Fabio Quagliarella,ITA,Delantero,Sampdoria,35,1983,37,37,3199,26,8,34,1,0,21.9,4.5
977,Ivan Radovanović,SRB,Centrocampista,Genoa,29,1988,16,15,1278,0,0,0,3,0,0.6,0.2
978,Ivan Radovanović,SRB,Centrocampista,Chievo,29,1988,19,19,1706,0,0,0,6,0,0.7,0.5
979,Ionuț Radu,ROU,PO,Genoa,21,1997,33,33,2970,0,0,0,0,0,0.0,0.1
980,Ștefan Radu,ROU,Defensa,Lazio,31,1986,28,28,2243,0,1,1,5,0,0.6,1.3
981,Gastón Ramírez,URU,Centrocampista,Sampdoria,27,1990,27,19,1578,4,4,8,7,1,1.8,3.7
982,Andrea Ranocchia,ITA,Defensa,Inter,30,1988,4,0,62,0,0,0,1,0,0.1,0.0
983,Jacob Rasmussen,DEN,Defensa,Empoli,21,1997,14,10,1016,0,1,1,3,0,0.2,0.2
984,Giacomo Raspadori,ITA,Defensa,Sassuolo,18,2000,1,0,1,0,0,0,0,0,0.0,0.0
985,Arkadiusz Reca,POL,Defensa,Atalanta,23,1995,3,0,49,0,0,0,0,0,0.0,0.3
986,Vasco Regini,ITA,Defensa,SPAL,27,1990,4,1,81,0,0,0,0,0,0.0,0.0
987,Pepe Reina,ESP,PO,Milan,35,1982,4,2,330,0,0,0,0,0,0.0,0.0
988,Emiliano Rigoni,ARG,Delantero,Atalanta,25,1993,12,6,522,3,0,3,1,0,2.0,0.4
989,Luca Rigoni,ITA,Centrocampista,Parma,33,1984,23,20,1761,2,1,3,5,0,3.0,0.6
990,Nicola Rigoni,ITA,Centrocampista,Chievo,27,1990,24,23,1951,0,1,1,9,1,1.6,0.3
991,Tomás Rincón,VEN,Centrocampista,Torino,30,1988,34,32,2799,3,1,4,15,0,1.2,1.3
992,Alejandro Rodríguez,ESP,Centrocampista,Empoli,27,1991,1,0,25,0,0,0,0,0,0.1,0.0
993,Ricardo Rodríguez,SUI,Defensa,Milan,25,1992,35,35,3047,0,3,3,5,0,0.6,1.4
994,Marko Rog,CRO,Centrocampista,Napoli,23,1995,9,4,333,1,0,1,3,0,0.2,0.0
995,Rogério,BRA,Defensa,Sassuolo,20,1998,33,29,2672,1,2,3,9,1,2.4,2.3
996,Esteban Rolón,ARG,Centrocampista,Genoa,23,1995,19,10,1046,0,0,0,9,0,0.8,0.4
997,Filippo Romagna,ITA,Defensa,Cagliari,21,1997,18,16,1474,0,0,0,2,0,0.5,0.0
998,Alessio Romagnoli,ITA,Defensa,Milan,23,1995,32,32,2847,2,0,2,6,1,0.9,0.2
999,Cristian Romero,ARG,Defensa,Genoa,20,1998,27,27,2336,2,2,4,12,2,1.9,0.5
1000,Rômulo,ITA,Centrocampista,Genoa,31,1987,17,17,1351,1,2,3,1,1,1.7,2.0
1001,Rômulo,ITA,Defensa,Lazio,31,1987,10,9,776,0,1,1,1,0,0.4,1.5
1002,Cristiano Ronaldo,POR,Delantero,Juventus,33,1985,31,30,2688,21,8,29,3,0,22.2,4.6
1003,Marten de Roon,NED,Centrocampista,Atalanta,27,1991,35,34,2975,2,3,5,8,0,1.8,2.0
1004,Luca Rossettini,ITA,Defensa,Chievo,33,1985,21,20,1823,0,0,0,5,0,0.5,0.3
1005,Francesco Rossi,ITA,PO,Atalanta,27,1991,1,0,1,0,0,0,0,0,0.0,0.0
1006,Daniele Rugani,ITA,Defensa,Juventus,24,1994,15,15,1350,2,0,2,3,0,1.6,0.0
1007,Mário Rui,POR,Defensa,Napoli,27,1991,20,17,1417,1,1,2,5,1,0.6,2.1
1008,Fabián Ruiz Peña,ESP,Centrocampista,Napoli,22,1996,27,20,1992,5,4,9,3,1,3.1,4.1
1009,Jacopo Sala,ITA,Defensa,Sampdoria,26,1991,21,16,1518,0,1,1,5,0,0.3,1.6
1010,Bartosz Salamon,POL,Defensa,Frosinone,27,1991,20,19,1725,0,0,0,3,0,0.8,0.0
1011,Paolo Sammarco,ITA,Centrocampista,Frosinone,35,1983,8,6,553,1,0,1,1,0,0.2,0.3
1012,Antonio Sanabria,PAR,Delantero,Genoa,22,1996,15,9,766,3,0,3,1,0,5.1,0.3
1013,Sandro,BRA,Centrocampista,Udinese,29,1989,12,7,594,0,0,0,5,0,0.3,0.1
1014,Sandro,BRA,Centrocampista,Genoa,29,1989,13,9,711,0,1,1,3,0,0.2,0.5
1015,Alex Sandro,BRA,Defensa,Juventus,27,1991,31,28,2387,1,2,3,7,0,1.5,2.4
1016,Nicola Sansone,ITA,Delantero,Bologna,26,1991,15,13,1139,2,4,6,4,1,1.7,2.3
1017,Federico Santander,PAR,Delantero,Bologna,27,1991,32,23,2065,8,3,11,5,0,8.6,3.0
1018,Davide Santon,ITA,Defensa,Roma,27,1991,17,11,1009,0,1,1,0,0,0.1,0.7
1019,Samir Santos,BRA,Defensa,Udinese,23,1994,21,21,1797,2,0,2,7,0,0.9,1.3
1020,Riccardo Saponara,ITA,Centrocampista,Sampdoria,26,1991,22,11,905,2,4,6,2,0,1.5,2.0
1021,Marco Sau,ITA,Centrocampista,Sampdoria,30,1987,5,0,55,0,0,0,0,0,0.0,0.0
1022,Marco Sau,ITA,Delantero,Cagliari,30,1987,14,5,558,1,0,1,4,0,1.1,0.4
1023,Ezequiel Schelotto,ITA,Defensa,Chievo,29,1989,4,2,143,0,0,0,0,0,0.1,0.1
1024,Nicolás Schiappacasse,URU,Delantero,Parma,19,1999,3,1,81,0,0,0,0,0,0.0,0.0
1025,Pasquale Schiattarella,ITA,Centrocampista,SPAL,31,1987,28,20,1841,0,4,4,10,0,0.6,2.5
1026,Patrik Schick,CZE,Delantero,Roma,22,1996,24,15,1314,3,0,3,4,0,5.4,1.5
1027,Matteo Scozzarella,ITA,Centrocampista,Parma,30,1988,22,17,1459,0,3,3,8,0,0.3,2.6
1028,Simone Scuffet,ITA,PO,Udinese,22,1996,9,9,810,0,0,0,0,0,0.0,0.0
1029,Andrea Seculin,ITA,PO,Chievo,28,1990,2,1,91,0,0,0,0,0,0.0,0.0
1030,Adrian Šemper,CRO,PO,Chievo,20,1998,6,6,540,0,0,0,0,0,0.0,0.0
1031,Stefano Sensi,ITA,Centrocampista,Sassuolo,22,1995,28,23,1972,2,4,6,8,0,1.9,5.6
1032,Luigi Sepe,ITA,PO,Parma,27,1991,37,37,3330,0,0,0,1,0,0.0,0.1
1033,Leonardo Sernicola,ITA,Delantero,Sassuolo,21,1997,1,0,6,0,0,0,0,0,0.0,0.0
1034,Stephan El Shaarawy,ITA,Delantero,Roma,25,1992,28,23,2104,11,3,14,2,0,7.6,5.0
1035,Francisco Sierralta,CHI,Defensa,Parma,21,1997,6,2,269,0,0,0,2,0,0.1,0.4
1036,Luca Siligardi,ITA,Delantero,Parma,30,1988,29,19,1639,1,2,3,2,0,2.2,2.2
1037,Matheus Pereira da Silva,BRA,Centrocampista,Juventus,20,1998,3,1,92,0,0,0,0,0,0.1,0.1
1038,Matías Silvestre,ARG,Defensa,Empoli,33,1984,34,34,3060,2,0,2,6,0,1.5,0.3
1039,Giovanni Simeone,ARG,Delantero,Fiorentina,23,1995,36,27,2454,6,3,9,2,0,11.2,2.4
1040,Lorenco Šimić,CRO,Defensa,SPAL,22,1996,8,2,238,0,0,0,0,0,0.8,0.3
1041,Salvatore Sirigu,ITA,PO,Torino,31,1987,36,36,3169,0,0,0,1,0,0.0,0.0
1042,Łukasz Skorupski,POL,PO,Bologna,27,1991,38,38,3420,0,0,0,1,0,0.0,0.0
1043,Milan Škriniar,SVK,Defensa,Inter,23,1995,35,35,3150,0,1,1,4,0,1.5,0.4
1044,Cédric Soares,POR,Defensa,Inter,26,1991,4,3,259,0,1,1,0,0,0.1,0.5
1045,Danilo Soddimo,ITA,Centrocampista,Frosinone,30,1987,10,1,252,0,1,1,2,0,0.2,0.8
1046,Roberto Soriano,ITA,Centrocampista,Torino,27,1991,11,6,468,0,2,2,1,0,0.2,0.4
1047,Roberto Soriano,ITA,Centrocampista,Bologna,27,1991,17,17,1489,2,2,4,5,0,3.4,1.9
1048,Stefano Sorrentino,ITA,PO,Chievo,39,1979,31,31,2789,0,0,0,2,0,0.0,0.0
1049,Riccardo Sottil,ITA,Delantero,Fiorentina,19,1999,2,0,20,0,0,0,0,0,0.1,0.0
1050,Leonardo Spinazzola,ITA,Defensa,Juventus,25,1993,10,6,601,0,1,1,0,0,0.3,0.8
1051,Nicolás Spolli,ARG,Defensa,Genoa,35,1983,7,7,538,0,0,0,2,0,0.3,0.3
1052,Marco Sportiello,ITA,PO,Frosinone,26,1992,35,35,3150,0,0,0,5,0,0.0,0.0
1053,Mattia Sprocati,ITA,Delantero,Parma,25,1993,16,5,644,1,0,1,0,0,0.5,0.8
1054,Darijo Srna,CRO,Defensa,Cagliari,36,1982,26,24,2087,0,3,3,5,1,0.5,4.0
1055,Mariusz Stępiński,POL,Delantero,Chievo,23,1995,35,27,2476,6,2,8,5,0,7.8,1.6
1056,Thomas Strakosha,ALB,PO,Lazio,23,1995,35,35,3150,0,0,0,4,0,0.0,0.0
1057,Kevin Strootman,NED,Centrocampista,Roma,28,1990,1,1,90,0,0,0,0,0,0.0,0.1
1058,Jens Stryger Larsen,DEN,Defensa,Udinese,27,1991,36,36,3234,1,4,5,6,0,1.8,3.1
1059,Leo Štulac,SVN,Centrocampista,Parma,23,1994,26,17,1452,0,2,2,3,1,0.8,2.5
1060,Stefano Sturaro,ITA,Centrocampista,Genoa,25,1993,5,4,213,1,0,1,0,1,0.1,0.3
1061,Suso,ESP,Delantero,Milan,24,1993,35,35,3018,7,10,17,9,1,4.2,9.9
1062,Mattias Svanberg,SWE,Centrocampista,Bologna,19,1999,23,13,1176,0,3,3,2,0,1.2,1.4
1063,Wojciech Szczęsny,POL,PO,Juventus,28,1990,28,28,2520,0,0,0,0,0,0.0,0.0
1064,Strahinja Tanasijević,SRB,Defensa,Chievo,21,1997,1,0,17,0,0,0,2,1,0.1,0.0
1065,Júnior Tavares,BRA,Defensa,Sampdoria,21,1996,3,2,184,0,0,0,1,0,0.0,0.3
1066,Łukasz Teodorczyk,POL,Delantero,Udinese,27,1991,16,2,400,1,0,1,1,0,2.3,0.1
1067,Hidde ter Avest,NED,Defensa,Udinese,21,1997,13,12,973,0,1,1,0,0,0.2,0.4
1068,Pietro Terracciano,ITA,PO,Fiorentina,28,1990,2,2,180,0,0,0,0,0,0.0,0.0
1069,Pietro Terracciano,ITA,PO,Empoli,28,1990,8,8,720,0,0,0,0,0,0.0,0.0
1070,Cyril Théréau,FRA,Delantero,Fiorentina,35,1983,2,0,30,0,0,0,1,0,0.1,0.0
1071,Cyril Théréau,FRA,Delantero,Cagliari,35,1983,5,1,131,0,0,0,0,0,0.1,0.0
1072,Rafael Tolói,ITA,Defensa,Atalanta,27,1990,21,20,1746,1,3,4,1,1,1.8,2.3
1073,Nenad Tomović,SRB,Defensa,Chievo,30,1987,10,9,739,1,0,1,1,0,0.3,0.0
1074,Lorenzo Tonelli,ITA,Defensa,Sampdoria,28,1990,19,17,1655,1,0,1,6,0,0.9,0.0
1075,William Troost-Ekong,NGA,Defensa,Udinese,24,1993,35,35,3064,0,0,0,4,0,0.6,0.4
1076,Marcello Trotta,ITA,Delantero,Frosinone,25,1992,12,4,398,0,0,0,0,0,0.7,0.3
1077,Marcello Trotta,ITA,Centrocampista,Sassuolo,25,1992,1,0,6,0,0,0,0,0,0.0,0.0
1078,Marco Tumminello,ITA,Delantero,Atalanta,19,1998,2,0,9,0,0,0,1,0,0.0,0.0
1079,Salih Uçan,TUR,Centrocampista,Empoli,24,1994,14,1,259,1,1,2,1,0,1.3,0.8
1080,Cengiz Ünder,TUR,Delantero,Roma,21,1997,26,17,1375,3,7,10,1,0,2.4,3.9
1081,Joel Untersee,SUI,Defensa,Empoli,24,1994,3,1,126,0,0,0,0,0,0.0,0.0
1082,Mirko Valdifiori,ITA,Centrocampista,SPAL,32,1986,15,8,668,0,1,1,3,0,0.3,1.9
1083,Borja Valero,ESP,Centrocampista,Inter,33,1985,27,12,1231,0,1,1,4,0,0.5,1.6
1084,Mattia Valoti,ITA,Centrocampista,SPAL,24,1993,24,14,1222,2,0,2,6,0,2.0,0.4
1085,Luca Valzania,ITA,Centrocampista,Frosinone,22,1996,13,11,897,2,1,3,4,0,1.7,2.3
1086,Luca Valzania,ITA,Centrocampista,Atalanta,22,1996,2,1,73,0,0,0,0,0,0.0,0.0
1087,Matías Vecino,URU,Centrocampista,Inter,26,1991,30,23,2015,3,1,4,8,0,6.1,1.3
1088,Miguel Veloso,POR,Centrocampista,Genoa,32,1986,21,14,1257,0,1,1,7,0,1.1,2.1
1089,Francesco Verde,ITA,Delantero,Cagliari,19,1999,1,0,12,0,0,0,0,0,0.0,0.0
1090,Simone Verdi,ITA,Centrocampista,Napoli,26,1992,22,9,704,3,3,6,0,0,2.7,2.0
1091,Jordan Veretout,FRA,Centrocampista,Fiorentina,25,1993,33,33,2941,5,3,8,12,1,5.9,6.1
1092,Freddie Veseli,ALB,Defensa,Empoli,25,1992,31,28,2539,0,0,0,4,0,0.5,0.4
1093,Francesco Vicari,ITA,Defensa,SPAL,23,1994,28,26,2335,2,1,3,6,0,0.5,0.3
1094,Ronaldo Vieira,ENG,Centrocampista,Sampdoria,20,1998,14,6,599,0,0,0,3,0,0.5,0.1
1095,Emanuel Vignato,ITA,Centrocampista,Chievo,17,2000,10,8,655,1,1,2,0,0,0.5,0.5
1096,Federico Viviani,ITA,Centrocampista,Frosinone,26,1992,5,5,337,0,0,0,1,0,0.1,0.2
1097,Emiliano Viviano,ITA,PO,SPAL,32,1985,17,17,1524,0,0,0,0,0,0.0,0.0
1098,Felipe Vizeu,BRA,Delantero,Udinese,21,1997,5,0,32,0,0,0,0,0,0.1,0.0
1099,Dušan Vlahović,SRB,Delantero,Fiorentina,18,2000,10,1,160,0,0,0,0,0,1.5,0.1
1100,Rai Vloet,NED,Centrocampista,Frosinone,23,1995,5,1,122,0,0,0,0,0,0.2,0.2
1101,Stefan de Vrij,NED,Defensa,Inter,26,1992,28,28,2520,2,0,2,2,0,1.6,1.1
1102,Šime Vrsaljko,CRO,Defensa,Inter,26,1992,10,8,727,0,2,2,2,0,0.0,1.3
1103,Molla Wagué,MLI,Defensa,Udinese,27,1991,2,1,95,0,0,0,0,0,0.4,0.0
1104,Wallace,BRA,Defensa,Lazio,23,1994,16,14,1233,0,0,0,3,0,0.9,0.4
1105,Ben Wilmot,ENG,Defensa,Udinese,18,1999,5,2,199,0,0,0,1,0,0.0,0.1
1106,Amin Younes,GER,Centrocampista,Napoli,24,1993,12,6,498,3,2,5,1,0,1.7,0.9
1107,Miha Zajc,SVN,Centrocampista,Empoli,24,1994,20,12,1166,3,2,5,2,1,4.5,3.0
1108,Francesco Zampano,ITA,Defensa,Frosinone,24,1993,27,24,2102,0,1,1,1,0,0.8,1.0
1109,Nicolò Zaniolo,ITA,Centrocampista,Roma,19,1999,27,20,1766,4,2,6,8,0,4.4,1.7
1110,Cristián Zapata,COL,Defensa,Milan,31,1986,13,12,1026,0,0,0,4,0,0.2,0.3
1111,Duván Zapata,COL,Delantero,Atalanta,27,1991,37,32,2896,23,7,30,5,0,18.9,9.5
1112,Simone Zaza,ITA,Delantero,Torino,27,1991,29,11,1437,4,3,7,8,1,6.6,1.0
1113,Marvin Zeegelaar,NED,Defensa,Udinese,27,1990,12,10,956,0,0,0,6,1,0.1,0.2
1114,Piotr Zieliński,POL,Centrocampista,Napoli,24,1994,36,33,2875,6,2,8,6,0,5.5,4.8
1115,Ervin Zukanović,BIH,Defensa,Genoa,31,1987,25,22,1960,0,0,0,5,0,1.5,0.4
1116,Filip Đorđević,SRB,Delantero,Chievo,30,1987,13,6,634,1,1,2,1,0,3.0,0.6
1117,Filip Đuričić,SRB,Delantero,Sassuolo,26,1992,23,16,1252,2,1,3,2,1,1.4,1.5
1118,Francesco Acerbi,ITA,Defensa,Lazio,31,1988,36,36,3162,2,2,4,4,0,2.4,1.7
1119,Bobby Adekanye,NED,Delantero,Lazio,20,1999,11,0,188,1,0,1,1,0,1.4,0.2
1120,Claud Adjapong,ITA,Defensa,Hellas Verona,21,1998,5,2,231,0,0,0,0,0,0.2,0.0
1121,Lucien Agoume,FRA,Centrocampista,Inter,17,2002,3,0,68,0,0,0,1,0,0.0,0.1
1122,Kevin Agudelo,COL,Centrocampista,Fiorentina,20,1998,3,1,64,0,0,0,0,0,0.2,0.1
1123,Kevin Agudelo,COL,Centrocampista,Genoa,20,1998,10,7,666,1,1,2,5,1,1.2,1.6
1124,Emmanuel Agyemang-Badu,GHA,Centrocampista,Hellas Verona,28,1990,10,2,230,0,0,0,2,0,0.0,0.0
1125,Ola Aina,NGA,Defensa,Torino,22,1996,32,20,2079,0,2,2,8,0,0.4,2.5
1126,Luis Alberto,ESP,Centrocampista,Lazio,26,1992,36,36,3113,6,15,21,5,0,6.6,11.4
1127,Enrico Alfonso,ITA,PO,Brescia,31,1988,4,4,279,0,0,0,0,0,0.0,0.0
1128,Allan,BRA,Centrocampista,Napoli,28,1991,23,16,1280,2,1,3,3,0,0.5,1.1
1129,Bruno Alves,POR,Defensa,Parma,37,1981,33,31,2671,0,0,0,4,0,1.3,0.5
1130,Sofyan Amrabat,MAR,Centrocampista,Hellas Verona,22,1996,34,33,2919,1,1,2,10,2,2.0,2.4
1131,Djavan Anderson,NED,Delantero,Lazio,24,1995,6,2,167,0,0,0,1,0,0.1,0.0
1132,Lorenzo Andrenacci,ITA,PO,Brescia,24,1995,6,5,531,0,0,0,0,0,0.0,0.0
1133,Peter Ankersen,DEN,Defensa,Genoa,28,1990,19,11,1063,0,1,1,2,0,0.4,0.6
1134,Cristian Ansaldi,ARG,Defensa,Torino,32,1986,27,21,1768,4,4,8,9,0,1.9,3.3
1135,Mirko Antonucci,ITA,Delantero,Roma,20,1999,2,0,82,0,0,0,1,0,0.2,0.0
1136,Guilherme Arana,BRA,Defensa,Atalanta,22,1997,4,0,80,0,0,0,0,0,0.0,0.0
1137,Nicolò Armini,ITA,Defensa,Lazio,18,2001,1,0,3,0,0,0,0,0,0.0,0.0
1138,Kwadwo Asamoah,GHA,Defensa,Inter,30,1988,8,7,639,0,1,1,1,0,0.1,0.4
1139,Kristoffer Askildsen,NOR,Centrocampista,Sampdoria,18,2001,4,0,76,1,0,1,2,1,0.0,0.1
1140,Emil Audero,ITA,PO,Sampdoria,22,1997,36,36,3240,0,0,0,1,0,0.0,0.0
1141,Tommaso Augello,ITA,Defensa,Sampdoria,24,1994,17,12,1135,0,2,2,2,0,0.0,1.2
1142,Florian Ayé,FRA,Delantero,Brescia,22,1997,22,15,1380,0,0,0,4,1,2.4,1.1
1143,Khouma Babacar,SEN,Delantero,Lecce,26,1993,25,17,1422,3,0,3,4,0,6.6,1.6
1144,Milan Badelj,CRO,Centrocampista,Fiorentina,30,1989,22,20,1585,1,0,1,3,1,1.1,0.7
1145,Marco Ballarini,ITA,Centrocampista,Udinese,18,2001,1,0,1,0,0,0,0,0,0.0,0.0
1146,Mario Balotelli,ITA,Delantero,Brescia,28,1990,19,16,1404,5,0,5,6,1,7.1,0.6
1147,Mattia Bani,ITA,Defensa,Bologna,25,1993,27,26,2207,4,0,4,13,1,3.7,0.1
1148,Antonín Barák,CZE,Centrocampista,Udinese,24,1994,8,1,194,0,0,0,1,0,0.1,0.2
1149,Antonín Barák,CZE,Centrocampista,Lecce,24,1994,16,15,1369,2,1,3,0,0,3.9,1.6
1150,Nicolò Barella,ITA,Centrocampista,Inter,22,1997,27,23,2013,1,4,5,11,0,2.1,1.7
1151,Antonino Barillà,ITA,Centrocampista,Parma,31,1988,26,20,1688,1,2,3,6,0,1.6,2.0
1152,Antonio Barreca,ITA,Defensa,Genoa,24,1995,18,11,1095,0,1,1,0,0,0.2,0.7
1153,Édgar Barreto,PAR,Centrocampista,Sampdoria,35,1984,2,1,90,0,0,0,0,0,0.0,0.0
1154,Musa Barrow,GAM,Delantero,Bologna,20,1998,18,14,1354,9,2,11,1,0,5.3,3.1
1155,Musa Barrow,GAM,Delantero,Atalanta,20,1998,7,1,190,0,2,2,0,0,2.4,1.0
1156,Daniele Baselli,ITA,Centrocampista,Torino,27,1992,16,16,1278,0,2,2,3,0,0.7,0.9
1157,Alessandro Bastoni,ITA,Defensa,Inter,20,1999,25,21,1921,2,0,2,9,1,1.3,0.7
1158,Bastos,ANG,Defensa,Lazio,28,1991,16,6,765,1,0,1,4,0,0.4,0.0
1159,Rodrigo Becão,BRA,Defensa,Udinese,23,1996,29,24,2213,1,1,2,8,0,0.6,0.6
1160,Asmir Begović,BIH,PO,Milan,32,1987,2,1,129,0,0,0,0,0,0.0,0.0
1161,Valon Behrami,SUI,Centrocampista,Genoa,34,1985,17,13,1107,0,0,0,4,1,0.2,0.0
1162,Raoul Bellanova,ITA,Defensa,Atalanta,19,2000,1,0,18,0,0,0,0,0,0.1,0.0
1163,Andrea Belotti,ITA,Delantero,Torino,25,1993,36,34,3008,16,3,19,4,0,16.7,4.6
1164,Marco Benassi,ITA,Centrocampista,Fiorentina,24,1994,18,10,980,1,1,2,1,0,1.0,1.3
1165,Ismaël Bennacer,ALG,Centrocampista,Milan,21,1997,31,28,2485,1,0,1,14,0,0.7,1.4
1166,Rodrigo Bentancur,URU,Centrocampista,Juventus,22,1997,30,25,2196,0,7,7,9,0,0.7,3.6
1167,Romario Benzar,ROU,Defensa,Lecce,27,1992,3,1,97,0,0,0,0,0,0.0,0.1
1168,Domenico Berardi,ITA,Delantero,Sassuolo,24,1994,31,29,2493,14,10,24,6,1,10.7,7.9
1169,Álex Berenguer,ESP,Centrocampista,Torino,24,1995,29,21,1823,6,2,8,4,0,4.0,4.0
1170,Bartosz Bereszyński,POL,Defensa,Sampdoria,27,1992,28,27,2402,0,0,0,10,0,0.4,0.5
1171,Etrit Berisha,ALB,PO,SPAL,30,1989,26,26,2340,0,0,0,2,0,0.0,0.0
1172,Valon Berisha,KVX,Centrocampista,Lazio,26,1993,3,0,33,0,0,0,0,0,0.0,0.0
1173,Federico Bernardeschi,ITA,Centrocampista,Juventus,25,1994,29,19,1571,1,1,2,6,0,4.4,3.4
1174,Andrea Bertolacci,ITA,Centrocampista,Sampdoria,28,1991,12,8,534,0,0,0,3,0,0.1,0.1
1175,Lucas Biglia,ARG,Centrocampista,Milan,33,1986,14,8,685,0,1,1,4,0,0.3,0.3
1176,Cristiano Biraghi,ITA,Defensa,Inter,26,1992,26,18,1576,2,6,8,3,0,0.6,3.9
1177,Davide Biraschi,ITA,Defensa,Genoa,25,1994,24,22,1971,0,1,1,3,1,0.5,0.5
1178,Valter Birsa,SVN,Centrocampista,Cagliari,32,1986,13,4,430,0,0,0,1,0,0.1,1.2
1179,Dimitri Bisoli,ITA,Centrocampista,Brescia,25,1994,25,24,2152,1,1,2,6,0,2.3,2.2
1180,Birkir Bjarnason,ISL,Centrocampista,Brescia,31,1988,13,9,798,0,1,1,1,0,0.4,1.5
1181,Kevin-Prince Boateng,GHA,Delantero,Fiorentina,32,1987,14,6,599,1,0,1,2,0,1.3,0.3
1182,Salvatore Bocchetti,ITA,Defensa,Hellas Verona,32,1986,5,3,303,0,0,0,2,0,0.0,0.0
1183,Jeremie Boga,CIV,Delantero,Sassuolo,22,1997,34,28,2513,11,2,13,0,0,4.4,3.4
1184,Giacomo Bonaventura,ITA,Centrocampista,Milan,29,1989,29,13,1338,3,5,8,2,0,3.3,2.5
1185,Federico Bonazzoli,ITA,Delantero,Sampdoria,22,1997,19,7,744,6,0,6,1,0,3.6,0.7
1186,Kevin Bonifazi,ITA,Defensa,Torino,23,1996,3,3,247,1,0,1,0,0,0.3,0.0
1187,Kevin Bonifazi,ITA,Defensa,SPAL,23,1996,14,13,1191,1,0,1,2,1,1.2,0.2
1188,Federico Bonini,ITA,Defensa,Bologna,17,2001,1,0,7,0,0,0,0,0,0.0,0.0
1189,Leonardo Bonucci,ITA,Defensa,Juventus,32,1987,35,35,3082,3,0,3,10,0,3.4,0.6
1190,Fabio Borini,ITA,Centrocampista,Hellas Verona,28,1991,14,9,808,3,0,3,1,1,3.2,0.4
1191,Fabio Borini,ITA,Centrocampista,Milan,28,1991,2,1,70,0,0,0,1,0,0.1,0.0
1192,Mehdi Bourabia,MAR,Centrocampista,Sassuolo,27,1991,17,10,925,1,2,3,7,1,0.3,0.5
1193,Federico Brancolini,ITA,PO,Fiorentina,18,2001,1,0,6,0,0,0,0,0,0.0,0.0
1194,Gleison Bremer,BRA,Defensa,Torino,22,1997,27,27,2270,3,1,4,6,2,1.7,0.4
1195,Marco Brescianini,ITA,Centrocampista,Milan,19,2000,1,0,25,0,0,0,0,0,0.0,0.0
1196,Marcelo Brozović,CRO,Centrocampista,Inter,26,1992,32,30,2701,3,6,9,9,0,3.2,2.8
1197,Gastón Brugman,URU,Centrocampista,Parma,26,1992,23,17,1458,0,2,2,5,0,0.3,1.3
1198,Gianluigi Buffon,ITA,PO,Juventus,41,1978,9,9,810,0,0,0,0,0,0.0,0.0
1199,Fabrizio Cacciatore,ITA,Defensa,Cagliari,32,1986,16,14,1153,0,0,0,1,1,0.3,0.5
1200,Martín Cáceres,URU,Defensa,Fiorentina,32,1987,27,27,2356,1,0,1,10,1,2.0,0.7
1201,Felipe Caicedo,ECU,Delantero,Lazio,30,1988,30,18,1406,9,2,11,7,0,5.5,3.1
1202,Davide Calabria,ITA,Defensa,Milan,22,1996,25,16,1622,1,1,2,4,2,0.5,0.7
1203,Riccardo Calafiori,ITA,Defensa,Roma,17,2002,1,1,59,0,0,0,0,0,0.0,0.0
1204,Mattia Caldara,ITA,Defensa,Atalanta,25,1994,14,11,959,0,1,1,1,0,0.3,0.4
1205,Marco Calderoni,ITA,Defensa,Lecce,30,1989,26,24,2064,3,2,5,7,0,0.7,2.4
1206,Hakan Çalhanoğlu,TUR,Centrocampista,Milan,25,1994,35,34,2704,9,9,18,6,0,7.8,7.9
1207,José Callejón,ESP,Delantero,Napoli,32,1987,33,25,2172,4,7,11,2,0,5.2,6.5
1208,Emre Can,GER,Centrocampista,Juventus,25,1994,8,2,284,0,0,0,2,0,1.2,0.1
1209,Antonio Candreva,ITA,Defensa,Inter,32,1987,32,24,1993,5,7,12,5,0,2.3,5.3
1210,Gianmarco Cangiano,ITA,Delantero,Bologna,17,2001,3,0,21,0,0,0,0,0,0.0,0.0
1211,Gianluca Caprari,ITA,Delantero,Sampdoria,26,1993,18,5,667,3,0,3,4,1,1.2,0.5
1212,Gianluca Caprari,ITA,Delantero,Parma,26,1993,12,7,589,2,0,2,1,0,2.4,1.2
1213,Francesco Caputo,ITA,Delantero,Sassuolo,31,1987,36,33,2931,21,7,28,3,0,13.9,5.7
1214,Andrea Carboni,ITA,Defensa,Cagliari,18,2001,7,5,368,0,0,0,5,2,0.0,0.0
1215,Francesco Cassata,ITA,Centrocampista,Genoa,22,1997,24,18,1458,2,0,2,11,2,1.2,0.8
1216,Timothy Castagne,BEL,Defensa,Atalanta,23,1995,27,19,1769,1,2,3,4,0,2.0,2.2
